epoch,accuracy,loss,val_accuracy,val_loss
0,0.5975893139839172,1.5068438053131104,0.7367857098579407,0.9825558066368103
1,0.7297321557998657,0.9730902314186096,0.7635714411735535,0.8553819060325623
2,0.761696457862854,0.8690807223320007,0.7810714244842529,0.7662491202354431
3,0.7731249928474426,0.7819483876228333,0.7839285731315613,0.756995677947998
4,0.787678599357605,0.7387030720710754,0.7971428632736206,0.7369153499603271
5,0.8030357360839844,0.7040249109268188,0.8100000023841858,0.6818659901618958
6,0.8114285469055176,0.664537787437439,0.8032143115997314,0.6855003833770752
7,0.8203571438789368,0.6298395395278931,0.8007143139839172,0.6939275860786438
8,0.8231250047683716,0.6148322224617004,0.8025000095367432,0.6974678635597229
